D,Customizable Workflow Options,"I should have option like walls click on it. My walls, plywood walls, pmu walls. What type of walls you want? I want drywall OK. Click on drywall. Then you need to get ten options like single sided drywall, double sided drywall fire, rated drywall."
D,Simplified User Interaction,It should ask US options rather than we always putting like line and putting each line item with the name 1 sided. Single sided rival partition 3 inch thickness that shouldn't be like that.
D,Tiered Pricing for Different Users,Any software which is regarding to AI estimating have to be in phase wise like like subscription like normal AI generated estimating software. Middle range of AI estimating software. Would go estimating software a integrated pro estimate because all the all types of the construction businesses doesn't want pro integrated AI.
D,Scalability for Different Company Sizes,"Because not everyone is willing to. Because, for example, I can tell you like there I I have a roof company. Or else I have a roof company only. So for me, I don't need so much of AI integrated to it because I just need to measure the whole area of this one, get the slopes, get the number of sheets."
D,Global Market Considerations,"Yeah, because not only like 1 country, right? Like, it's like concentrate on other countries too, which are not even like developed as us. The dollar price over here when we convert into our currencies more. It's $1.00 over here is the ₹80 in India."
D,Time Efficiency and Focus Shift,"So like so, we don't want to waste the time on counting the outlets and we want to concentrate on the more important things like reconciliation, value, engineering analysis, the way we can save the money was the actual cost of the curtain wall."
D,Industry Modernization,"So always like AI is fast and for me AI is fascinating in construction industry. I feel like the only industry which always follows the traditional method. Is construction, so I wanted to change that."
D,Economic Efficiency,"They don't want somebody to be paid like $40 or $50.00 an hour counting just that duplex out outlets all the 8 hours a day and wasting those time the company. No, company doesn't want it. Basically, company wants it to. Now the work to be quicker."
E,Current accuracy limitations and need for improvement,"Yeah, not too much to it, because sometimes it gets a little quirky... But yeah, if it's like simple things like, you know, doing a simple count, I I typically use that tool for the simple count."
E,Accuracy as primary concern for future development,"Oh, I don't think I have any concerns, just the accuracy of it all that will be my only concern. Just to make sure things are."
E,AI learning user behavior for personalization,"It would be nice if, like AI can learn the particular estimators. Like behavior when it comes to estimating like what are they like their whole set up?... Like, hey, what line items do you want to have? OK, what colors do you want to put to this light, Adam? What's the unit of measurement you want to do like it can kind of learn you to make it more, you know, more of a AI assistant type of thing."
E,Current workflow inefficiencies requiring multiple software,So we'll have to go open on one screen and bluebeam on the other screen just to kind of review the documents at the same time.
E,Need for more streamlined automation,"Sometimes to go back in and to just like move a line or something. Like that it kind of gets to a little too much time consuming. So like I said, I kind of wish it was like a more click and go type of situation."
E,Quality check and alert systems,"Before you move on to the next page to know like, hey, you didn't take off all the things you know... I feel like if AI could identify things we may have not had taken off on the page should be like, hey, you missed this part you. Make sure that you have everything."
E,Touch-based interaction for easier takeoffs,"I think it could be easier if it was like more like. A touch like you know you can move up to like if you have a room and there's like, a certain desk that you just wanna take off. Like you could just touch it and identify it and then you can attach it to whatever assigned quantity or product item."
E,Pattern recognition for similar elements,"I'm going to or maybe like it just for it to easily identify like if I'm taking off this particular feature, like if I'm taking off slab on deck, it can identify what other slab on deck is on the actual plans... Like it would just kind of pick up like, oh, they're taking off slab on deck. Oh, they're slab on deck over here."
E,Search functionality improvements,"I know I think they have it on a a Togo AI, but the whole the search option where you can maybe type in a question I think they have it but it doesn't pick up on certain things where you can type in the question and it'll quickly find. It on the drawings."
E,Email automation for construction professionals,"No, no they don't. I wish. I wish it was for emails, but no, our company hasn't got there yet with the AI e-mail... one of the person that I interview, he say he received so many e-mail a day, like 200 e-mail a day and he wish he had something automatically raining or even like answering some non important e-mail."
E,Project-specific effectiveness variations,"I think what aviation is a little easier because because of the plans, I guess with the electrical and if you need to do light counts and everything like that... I think hospitality, I think it, I find it a little more difficult to use the AI tool because of the sometimes you know they put a lot of lines and patterns and all that stuff."
E,Concern about over-dependence on AI,"I think with AI it's also gonna make people a little more lazy here... It's gonna be like if if people gonna want it to be a mind reader, but it's not a mind reader... I just think people, if they can work alongside with it, I think it would be a lot better. Versus just being 100% dependent on it."
F,Current Accuracy Limitations and Need for Manual Oversight,"As far as accuracy goes, I would say that there's still a lot of learning to do on like the application, so I do have to check everything to make sure that the accuracy is right 'cause sometimes it will miss like a rumor or something or a few access. So you do have to double check the work still, but I would say that there has been times where... I have like I haven't seen a certain material. And it it'll point it out for you, which is nice, but I would say the accuracy, it's not 100% there yet."
F,Accuracy Performance Assessment,"I would say I I check everything just to be sure, but I would say probably it's accurate... 70% of the time, yeah."
F,Need for Division-Based Organization,I think having it broken down by the divisions would be helpful.
F,Current Limitations to Floor Plans,"And then also it is only you can only use it for floor plans right now. So if you could plug in a model or like a 3D model, something like that. And it could do take off that way. That would be super helpful."
F,Renovation Work Challenges,"And normally when you do have a clubhouse renovation plan, if you plug it in to toggle. Or another software. It doesn't recognize the shaded portion. So you basically have to do still a manual take off if you are doing a renovation work, because it can't recognize this is the part that you're doing, and this is the part you're not."
F,Workflow Integration Challenges,"So I would say that's probably the most difficult part about the AI right now. Is that a lot of people are still skeptical of it, and a lot of people that have been in the industry longer that aren't used to it... Don't necessarily see it as a tool, so I do think that's probably the hardest part is getting people to use it and to switch from their current software is over."
F,Reporting and Documentation Integration,We can like screenshot them and get reports from the toggle AI for accounts and everything like that to report back to whether it be like subcontractors or owners. If we have to show how we did the quantities.
F,3D Model Integration Desire,"So if you could plug in a model or like a 3D model, something like that. And it could do take off that way. That would be super helpful."
F,Image Search Functionality,"I would say mainly for 'cause we use it for speeding up the process the the search tool, specifically the image search tool... It has an app like a app on there that you can basically almost like screenshot an image from actual plans and it'll tell you the quantity."
F,Selective Takeoff Control,"It would be really helpful. Basically with toggle. It allows you to click on and off for what takeoff you want to do. So if you want to just do specialties you can just do specialties or if you want to do like the center lines and stuff you can. Do that, but I think having it broken down by the divisions would be helpful."
F,Plan Quality Requirements,"So especially with toggle, while like you could put a plan in and the plans basically have to be close to complete, which for budgeting purposes or like schematic design, that's that's not gonna happen."
F,Training and Support Infrastructure,"The actual owners of toggle AI, they have training videos and then once a week they do kind of like watch and learn. So kind of videos and then live videos as well to teach you how to use any of their updated software."
F,Adoption Timeline Concerns,"I don't see it necessarily being a larger thing until probably 10-15 years from now... So I would say that that's probably something that within the next like 10 to 15 years is more people. We'll get into the workplace that have already started out, like in college and things using these softwares."
F,Productivity and Time Savings Motivation,"So we mainly work with clubhouses and multi family especially with multi family. When you're doing takeoff for four or five residential buildings at a time, it can take you almost up to like half a day to do a full takeoff... So really, for just productivity, we decided to try out toggle. Speed up the process at all."
F,Learning and Skill Development Concerns,"What I am a little more concerned about with is that the way I learned about the industry was really from my internship in doing the take offs and you really get to see. How a project is built in kind of that way and even the small little details, that's how you learn. And I do think that as people are introduced to take off software while they're still in college, and while they're still learning that they might overlook certain things in... Their career, which is what makes a good estimator, is that you don't overlook those things."
F,Consistency Challenges,"I think kind of just the consistency with everything... So I would say probably just the consistency of how accurate everything is, because you can't necessarily count on it all the time... You don't know if it's going to be like if it's going to work one day with one set of plans versus another."
G,Trust and Reliability Concerns,"So for takeoff, we don't at the moment. It's just at the moment we don't really trust it."
G,Accuracy Verification Needs,"However, how I like to use it 'cause it'll still not tell you the right thing."
G,AI Hallucination Issues,Yeah. Yeah. I just telling you something that's incorrect. So like hallucinating something or something like that. Or just completely missing something.
G,Current AI Understanding,"No, I think. I I think I understand it pretty well. I'm just skeptical of it because it kind of still makes stuff up sometimes. Like even our even our contract software still makes things up sometimes or doesn't understand properly. So you have to double check it."
G,Software Integration Challenges,I wish we could kind of do take off in Sage. Didn't have to transfer our data from plan Swift to Sage.
G,Document Processing Capabilities,"For contract, since they're usually signed on paper and then photocopied in, you can't use like bluebeam to search EM. But with document crunch it scans it and it kinda kinda since it's AI can find the words you're looking for."
G,AI for Keyword Search,So I use document. It crunched a lot to search for keywords.
G,Current Workflow Efficiency,An excel which is goes into an Excel sheet out of sage and then we copy that into our word proposals and we use word to create all of our proposals.
G,Learning Curve and Training Needs,"Not really. As long as the company wants to actually give training 'cause you know, some companies kinda just wanna sell you the software and then not talk to you."
G,Simple vs. Complex Software Preferences,"Lions was a little bit easier to use than bluebeam for takeoff. It's a little bit just more user friendly, but bluebeam's probably a little bit more powerful."
G,Training and Support Requirements,"But yeah, as long as the company actually wanted to do the training was there for questions. That's really what matters."
G,Time-Consuming Manual Processes,Take off is time consuming for sure. Particularly just when you don't have good drawings. It's really it's really hard. But the another thing that's probably really time consuming is just following up with subcontractors and trying to get them to make sure they give you the right information.
G,Drawing Quality and Coordination Issues,"Yeah, most mostly just there's just a lot of takeoff. And then if there, if the drawings aren't good and they don't tell you enough detail, it's hard to figure out."
G,Edge Case Handling Requirements,And then how it handles like edge cases where the drawings aren't good? So if it just how it handles edge cases and things like that.
G,Specific Technical Challenges,"I think the issue with it would be the fact that it can't take off specific like types of flooring or things like that. So when we do our takeoff, we title all of our takeoff or we're doing the tile and we're doing the carpet and we're doing the this. Or especially with the walls, because I saw it took off all the walls, but it didn't take em off based on wall types."
G,Cost and Value Considerations,"Yeah, I'm sure reliability would be one of the biggest ones and then follow closely would be cost."
G,Current Technology Adoption,"I think it would be something we will probably look at, but I just know mostly we just don't have the time to look at it right now."
G,Future Technology Trends,"I'm not too sure it will have to see how the AI stuff does, and if it gets better. But. I think the most important prior right now is like Sage."
H,Market Analysis Automation,"That's actually a place that I think AI can be very helpful. So just to point that out, because, like right now we're, we've actually invested in a program and we haven't. It's not other money yet, but. They basically part of this program. What it does for us is they will go get good results from the dot."
H,AI Database Integration,So what they're talking about is I guess you can have an AI agent that you could. Send into like your estimating database and have it pull certain threads of information together for you.
H,Streamlining Document Review,"Take an entire spec book and put it into ChatGPT and ask it to look for. Specific requirements that might make the job hard bid. So there are things that I think can make your job as an estimator easier. Rather than reading those 400 page stat book, if you can get a summary and then you know, know that the the problem is right now we chat GP2, you don't know how. In depth it's looking."
H,Schedule Integration Potential,"But that's also something that maybe AI could do would be, you know, like take your bid and build a lot based off your your bid."
H,Current AI Limitations,"I think it's very helpful. I think the problem with S and AI mean I think it would be very helpful if they gathering the data. The problem with estimating is the part the gambling part, because there are business decisions that you probably wouldn't want to pay. So I think there will always be a personal aspect to it, but I do think that there are many ways, like for example something that we just started doing recently is you can.
Take an entire spec book and put it into ChatGPT and ask it to look for. Specific requirements that might make the job hard bid. So there are things that I think can make your job as an estimator easier. Rather than reading those 400 page stat book, if you can get a summary and then you know, know that the the problem is right now we chat GP2, you don't know how. In depth it's looking. But it's definitely it definitely does pick up on. So we're testing it out."
H,Business Decision Boundaries,"The problem with estimating is the part the gambling part, because there are business decisions that you probably wouldn't want to pay. So I think there will always be a personal aspect to it, but I do think that there are many ways."
H,Current Manual Processes,"A lot of it is by fuel and just by paying attention to the market and then, you know, we keep some spreadsheets and things like that."
H,Workflow Automation for Reminders,"So that's kinda helpful. Umm and I think like it could be that same kind of thing for estimating, whereas we put together a schedule of all our bids. You know we review that on a daily basis and we have reminders like I think you know to a certain. Extent like AI could do those reminders for you."
H,Administrative Task Automation,"It's like we have some people using pro pilot and having it. Anticipate, you know, responses to emails or. You know, following up on deadlines and stuff like that."
H,Complex Traffic Management Challenges,"I would say because every job is different. You know, like there's different MOT requirements, I would say for for roadway construction, MLT plan and the requirements trying to figure out the things in and what work is going to be available on each phase is probably the most time consuming because once you understand that part of."
H,Specialty Work Coordination,"So for example. There was a specialty wall on the Daniel Parkway job that required soil anchors and you know, basically putting up temporary features to hold the soil back. While this wall was poured in place and it was complicated. And there's only like a couple different contractors that would do that. And sometimes if they're busy, it's hard to get prices."
H,Market Intelligence Needs,"Like would it be helpful to pull you know of all the jobs that we got and see what those trends are? Do, are we more successful getting jobs from you know? 1000 to 5000 times or 5000 to 25,000 times and so on and so forth."
H,Data Analysis for Competitive Intelligence,"And then I can kind of look at it and say, oh, well, they've got $100 million worth of dot work in this area. So they're probably not looking to pick up another giant job right now. So I mean it's like little things like that, you know, trying to judge. Where the market is like a little bit of a gambling, part of that to me."
H,Subcontractor Scope Completeness,"So a lot of times you don't know that until they send you the price and then you're at the last minute trying to figure out what we're missing and normally like, that's not a great place to be."
I,Drawing Quality Dependency,"The AI can only put out a product based on how good the drawings are. So if you get an architect that doesn't label things properly OK or... if the design team doesn't do their job. Right, the AI tool can can really mess you up so."
I,Human Oversight Necessity,"The human component still needed in the industry. You know, we still need someone to look at those things and make sure."
I,Verification Challenge,"And then at that point, you ask yourself if I still have to double check the AI take off, how can I? How? The only way I can do that is for me to do my own takeoff."
I,Proposal Analysis Integration,"I would love to see an AI tool that can read six or seven proposals for plumbing six or seven proposals for painting and tell me based on what they read, which one has my scope of work."
I,Specification Cross-Reference,One thing they would do is check the spec book. See everything that's on the spec book and tell me if the bids I received cover everything.
I,Time-Saving Automation,You know that would be an useful tool that I could use and I would appreciate it so much 'cause that will save me so much time.
I,Error Identification System,"The software should be able to cloud call out, corrected an area where it couldn't find what we're looking for. OK, should be able to tell me. Hey, I couldn't get data from this area. Please look at this 'cause I couldn't figure it out, you know."
I,Clear Problem Flagging,"So I think for takeoff is a software should be able to tell you the areas they they couldn't take data. And we found problem here. Please look at it. Everything else you can trust, but don't trust this."
I,Quality Control Features,"It's telling the design team. You can add more things or you can take things out to be within budget. OK, so by the time we get to 65%, we call that the point of no return."
I,Research Capabilities,"Yeah, I would say I use AII. Use a AI for research, right? I use a ChatGPT for research and... It's about knowing what what questions to ask, right?"
I,Prompt Engineering Importance,"If you're gonna use AI, make sure you're asking AI the right questions and giving AI the right prompts... The more data you feed to it, the the more accuracy you get out of it."
I,Educational Applications,"So I would if I was someone designing a construction management curriculum for students to learn, I would like to see their prompts, OK... Because then if, if if you're asking the right questions, you're gonna get the right answer, right?"
I,Budgeting Support for MEP Trades,So it would be nice if an AI could... Evaluate a set of drawings for mechanical. And calculate all the balancing they need to do for them. Based on the building size.
I,Historical Data Integration,"Everything that we bid for for schools is public... AI pulls all that data and pulls the cost... So you can trust that, but you need to... You need to ask the right questions, you know."
I,RS Means Reliability Issues,"And it's like 30% difference. You know it's not reliable. So so having an AI tool that could help them during budgeting, that would be my my number one recommendation. If anybody's developing an AI software."
I,Trade Coverage Validation,Or what trades did I not invite based on the spec book? Cause the spec book tells you on the table of contents everything that's in the job. 
J,Trust and Reliability Concerns,"Are you able to trust the accuracy of that technology? I think is at that point now, at least for our, for our purposes, I'm sure there are companies out there that have fully instituted those processes. We're just not not quite there yet."
J,Manual Verification Still Required,But then there's the process to go back and double check it just to make sure that it didn't miss anything or or that it didn't add something that doesn't really apply to what the submittal should be.
J,Accuracy as Primary Factor for Adoption,"How how reliable is the software? Can it be proven that you know it's not gonna? It's not going to like if you rely on it solely to put a bid together? For example, is there a huge piece of the scope that you're not has missed that you're account?"
J,Current Limited AI Integration,"Software program like Procore might have embedded AI with regard to and. I know there's a tool there that you can upload a spec book and press a button and then after a few processing iterations, it'll spit out a submit a log."
J,Integration with Existing Workflows,"So there's still some, you know, checks and balances that we have to go through, but that to the extent that we're utilizing that kind of technology."
J,Quantity Takeoff Automation Potential,"So those are a couple challenges I would say where they're and there probably is technology out there, especially on the quantity takeoff piece. That that can be very helpful for that. We just haven't have it instituted anything like that just yet on our side."
J,Efficiency Goals for Complete Trade Coverage,"But the challenge is, you know, I'd like to get it to a point where on any project we undertake, we're doing quantity takeoffs on most all of the trades within it because that that serves as a great tool to, you know, checks and balances with what your Subs."
J,Ease of Use as Primary Requirement,"It has to be easy to use. I guess is the probably the main thing, right? 'Cause, we've got a a wide variety of. Age demographic within our department."
J,Interface Accessibility Across Demographics,"So even even folks that may not be as cutting edge on the technology, I count myself in that some degree 'cause I they're young folks in hallways that do amazing things with technology that I couldn't even. Dream of learning to do, but some of that is as long as the interface is practical and efficient, and it's easy to use."
J,Process Adaptability Requirements,"If it's, if it's easily adaptable with our own processes, reliable and easy to use, I think those are the kind of like the the three key factors there for us."
J,Software Focus vs. Multi-function Tools,"You know, it could be one of those things where it might be pretty good at all those things, but a hyper focus on one specific discipline. Within that laundry list might be better, a better software. Because if it does that job extremely well and it take it cuts, you know the amount of time we're going through plans, for example by three or four hours, five hours on a larger project or six, then then it's worth it, right."
